level,source,target,journal
citation 96,Bulletin Of Environmental Contamination And Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
citation 97,Physiology & Behavior,PEPTIDES,Peptides
citation 98,Pharmaceuticals In The Environment,JOURNAL OF HAZARDOUS MATERIALS,Journal Of Hazardous Materials
parent,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
parent,Aquatic Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
parent,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
parent,Aquatic Toxicology,CRITICAL REVIEWS IN TOXICOLOGY,Critical Reviews In Toxicology
parent,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
parent,Aquatic Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,Journal Of Toxicology And Environmental Health-Part A-Current Issues
parent,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
parent,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
parent,Aquatic Toxicology,FRONTIERS IN NEUROSCIENCE,Frontiers In Neuroscience
parent,Aquatic Toxicology,CHEMICAL ENGINEERING JOURNAL,Chemical Engineering Journal
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
parent,Aquatic Toxicology,ECOTOXICOLOGY,Ecotoxicology
parent,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
parent,Aquatic Toxicology,CONSERVATION PHYSIOLOGY,Conservation Physiology
parent,Aquatic Toxicology,JOURNAL OF EXPERIMENTAL BIOLOGY,Journal Of Experimental Biology
parent,Aquatic Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
parent,Aquatic Toxicology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
parent,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
parent,Aquatic Toxicology,JOURNAL OF APPLIED TOXICOLOGY,Journal Of Applied Toxicology
parent,Aquatic Toxicology,TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,Toxicological And Environmental Chemistry
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,ECOTOXICOLOGY,Ecotoxicology
parent,Aquatic Toxicology,BIORESOURCE TECHNOLOGY,Bioresource Technology
parent,Aquatic Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
parent,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
parent,Aquatic Toxicology,JOURNAL OF EXPERIMENTAL BIOLOGY,Journal Of Experimental Biology
parent,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
parent,Aquatic Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
parent,Aquatic Toxicology,PLOS ONE,Plos One
parent,Aquatic Toxicology,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,Behavioral Ecology And Sociobiology
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
parent,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
parent,Aquatic Toxicology,PLOS ONE,Plos One
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,ECOTOXICOLOGY,Ecotoxicology
parent,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
parent,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
parent,Aquatic Toxicology,ENVIRONMENTAL MANAGEMENT,Environmental Management
parent,Aquatic Toxicology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
parent,Aquatic Toxicology,ULTRASONICS SONOCHEMISTRY,Ultrasonics Sonochemistry
parent,Aquatic Toxicology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
parent,Aquatic Toxicology,INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,Integrated Environmental Assessment And Management
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
parent,Aquatic Toxicology,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Ecotoxicology And Environmental Safety
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
parent,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,TOXICS,Toxics
parent,Aquatic Toxicology,ENVIRONMENTAL EARTH SCIENCES,Environmental Earth Sciences
parent,Aquatic Toxicology,MARINE ENVIRONMENTAL RESEARCH,Marine Environmental Research
parent,Aquatic Toxicology,ECOTOXICOLOGY,Ecotoxicology
parent,Aquatic Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
parent,Aquatic Toxicology,GENERAL AND COMPARATIVE ENDOCRINOLOGY,General And Comparative Endocrinology
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Environmental Science And Pollution Research
parent,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
parent,Aquatic Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
parent,Aquatic Toxicology,BIOMIMETICS,Biomimetics
parent,Aquatic Toxicology,MARINE POLLUTION BULLETIN,Marine Pollution Bulletin
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,ENVIRONMENTAL POLLUTION,Environmental Pollution
parent,Aquatic Toxicology,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,International Biodeterioration & Biodegradation
parent,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
parent,Aquatic Toxicology,PLOS ONE,Plos One
parent,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
parent,Aquatic Toxicology,FRONTIERS IN ENDOCRINOLOGY,Frontiers In Endocrinology
parent,Aquatic Toxicology,NEUROTOXICITY RESEARCH,Neurotoxicity Research
parent,Aquatic Toxicology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
parent,Aquatic Toxicology,MOLECULES,Molecules
parent,Aquatic Toxicology,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,Comparative Biochemistry And Physiology C-Toxicology & Pharmacology
parent,Aquatic Toxicology,CHEMOSPHERE,Chemosphere
parent,Aquatic Toxicology,BIOLOGY LETTERS,Biology Letters
parent,Aquatic Toxicology,TOXICOLOGY AND APPLIED PHARMACOLOGY,Toxicology And Applied Pharmacology
parent,Aquatic Toxicology,BJPSYCH BULLETIN,Bjpsych Bulletin
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
parent,Aquatic Toxicology,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,Bulletin Of Environmental Contamination And Toxicology
parent,Aquatic Toxicology,PHYSIOLOGY & BEHAVIOR,Physiology & Behavior
parent,Aquatic Toxicology,PHARMACEUTICALS IN THE ENVIRONMENT,Pharmaceuticals In The Environment
parent,Aquatic Toxicology,SCIENCE OF THE TOTAL ENVIRONMENT,Science Of The Total Environment
parent,Aquatic Toxicology,JOURNAL OF GREAT LAKES RESEARCH,Journal Of Great Lakes Research
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE-WATER RESEARCH & TECHNOLOGY,Environmental Science-Water Research & Technology
parent,Aquatic Toxicology,PEERJ,Peerj
parent,Aquatic Toxicology,ENVIRONMENTAL SCIENCE & TECHNOLOGY,Environmental Science & Technology
parent,Aquatic Toxicology,AQUATIC TOXICOLOGY,Aquatic Toxicology
parent,Aquatic Toxicology,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,Bulletin Of Environmental Contamination And Toxicology
parent,Aquatic Toxicology,WATER AND ENVIRONMENT JOURNAL,Water And Environment Journal
parent,Aquatic Toxicology,PLOS ONE,Plos One
parent,Aquatic Toxicology,ECOTOXICOLOGY,Ecotoxicology
parent,Aquatic Toxicology,JOURNAL OF EXPERIMENTAL BIOLOGY,Journal Of Experimental Biology
parent,Aquatic Toxicology,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,International Journal Of Environmental Research And Public Health
parent,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
parent,Aquatic Toxicology,ECOTOXICOLOGY,Ecotoxicology
parent,Aquatic Toxicology,BEHAVIOUR,Behaviour
parent,Aquatic Toxicology,HRVATSKE VODE,Hrvatske Vode
parent,Aquatic Toxicology,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Environmental Toxicology And Chemistry
