Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
485;12473;"Journal of UOEH";journal;"0387821X";0,147;Q4;17;47;104;1010;70;104;0,66;21,49;Japan;Asiatic Region;"University of Occupational and Environmental Health";"1979-2020";"Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
486;21566;"Environnement, Risques et Sante";journal;"16350421";0,146;Q4;13;47;338;466;20;290;0,07;9,91;France;Western Europe;"John Libbey Eurotext";"2002-2019";"Health, Toxicology and Mutagenesis (Q4); Public Health, Environmental and Occupational Health (Q4)"
487;21100211350;"Malaysian Journal of Public Health Medicine";journal;"16750306";0,144;Q4;7;39;246;1105;81;245;0,26;28,33;Malaysia;Asiatic Region;"Malaysian Public Health Physicians' Association";"2007, 2012-2019";"Public Health, Environmental and Occupational Health (Q4)"
488;14141;"Journal of Health and Human Services Administration";journal;"10793739";0,143;Q4;20;11;52;469;17;49;0,25;42,64;United States;Northern America;"Southern Public Administration Education Foundation Inc.";"1994-2019";"Health Policy (Q4); Leadership and Management (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
489;21100904742;"Journal of Health Research";journal;"2586940X, 08574421";0,143;Q4;3;54;51;1605;24;49;0,49;29,72;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2018-2020";"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)"
490;16879;"Advances in Medical Sociology";book series;"18758053, 10576290";0,142;Q4;17;13;23;815;11;23;0,36;62,69;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990, 2000, 2002, 2007-2008, 2010-2013, 2015-2017, 2019";"Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)"
491;19900193224;"Social Medicine";journal;"15577112";0,142;Q4;6;23;28;603;9;23;0,73;26,22;United States;Northern America;"Social Medicine Publication Group";"2012-2019";"Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)"
492;73305;"Journal of Health, Safety and Environment";journal;"22051104, 18379362";0,140;Q4;17;0;42;0;5;36;0,24;0,00;Australia;Pacific Region;"Wolters Kluwer Health";"1986-2017";"Public Health, Environmental and Occupational Health (Q4)"
493;5400152623;"International Journal of Men's Health";journal;"19330278, 15326306";0,139;Q4;23;0;7;0;4;7;0,67;0,00;United States;Northern America;"Men's Studies Press";"2006-2017";"Public Health, Environmental and Occupational Health (Q4)"
494;21100868929;"Exploratory Animal and Medical Research";journal;"2277470X, 2319247X";0,137;Q4;1;21;47;438;3;45;0,07;20,86;India;Asiatic Region;"West Bengal Veterinary Alumni Association";"2018-2019";"Ecology (Q4); Health, Toxicology and Mutagenesis (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4); Veterinary (miscellaneous) (Q4)"
495;28619;"Revista de la Asociacion Espanola de Especialistas en Medicina del Trabajo";journal;"11326255";0,137;Q4;4;32;70;705;9;56;0,11;22,03;Spain;Western Europe;"Accion Medica S.A.";"1999-2002, 2005-2019";"Public Health, Environmental and Occupational Health (Q4)"
496;21100201720;"Education Therapeutique du Patient";journal;"21000816, 21000808";0,136;Q4;10;12;48;168;17;45;0,26;14,00;France;Western Europe;"EDP Sciences";"2009-2019";"Education (Q4); Public Health, Environmental and Occupational Health (Q4)"
497;13431;"Healthcare Financial Management";journal;"07350732";0,132;Q4;20;0;126;0;13;125;0,00;0,00;United States;Northern America;"Healthcare Financial Management Association";"1982-2016";"Business, Management and Accounting (miscellaneous) (Q4); Health Policy (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
498;21100203118;"Indian Journal of Community Health";journal;"22489509, 09717587";0,132;Q4;7;90;234;1662;35;212;0,16;18,47;India;Asiatic Region;"Indian Association of Preventive and Social Medicine Uttar Pradesh and Uttarakhand (IAPSMUPUK) State Chapter";"2001, 2012-2019";"Public Health, Environmental and Occupational Health (Q4)"
499;19700175302;"Annals of Tropical Medicine and Public Health";journal;"09746005, 17556783";0,131;Q4;11;177;964;4597;148;592;0,24;25,97;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2009-2019";"Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
500;21100807000;"COPD Research and Practice";journal;"20549040";0,129;Q4;5;0;3;0;2;3;0,00;0,00;United Kingdom;Western Europe;"BioMed Central Ltd.";"2015-2017";"Public Health, Environmental and Occupational Health (Q4); Pulmonary and Respiratory Medicine (Q4)"
501;21100854213;"International Public Health Journal";journal;"19474989";0,129;Q4;1;0;9;0;1;7;0,00;0,00;United States;Northern America;"Nova Science Publishers, Inc.";"2014-2016";"Community and Home Care (Q4); Public Health, Environmental and Occupational Health (Q4)"
502;21100863623;"Health Risk Analysis";journal;"23081163, 25422308";0,128;Q4;2;58;99;1625;20;99;0,20;28,02;Russian Federation;Eastern Europe;"Federal Scientific Center for Medical and Preventive Health Risk Management Technologies";"2018-2019";"Health Informatics (Q4); Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)"
503;17784;"Research in the Sociology of Health Care";book series;"02754959";0,128;Q4;10;0;41;0;10;27;0,64;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1991, 1996, 2000-2018";"Nursing (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4); Sociology and Political Science (Q4)"
504;4000152129;"Research in Social Science and Disability";book series;"14793547";0,127;Q4;10;0;21;0;16;11;0,00;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2001, 2003, 2006, 2010-2011, 2013-2014, 2016-2017";"Public Health, Environmental and Occupational Health (Q4); Social Sciences (miscellaneous) (Q4)"
505;19471;"WHO Drug Information";journal;"10109609";0,126;Q4;8;11;32;89;12;29;0,13;8,09;Switzerland;Western Europe;"World Health Organization";"1996-2011, 2013-2019";"Pharmacology (medical) (Q4); Public Health, Environmental and Occupational Health (Q4)"
506;21100432435;"Fatigue: Biomedicine, Health and Behavior";journal;"21641846, 21641862";0,125;Q4;1;0;1;0;0;1;0,00;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014, 2016";"Behavioral Neuroscience (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
507;21100932740;"Primary Health Care";journal;"02645033, 2047900X";0,125;Q4;0;0;1;0;0;1;0,00;0,00;United Kingdom;Western Europe;"RCN Publishing Company Ltd.";"2018";"Community and Home Care (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)"
508;21100823466;"Revista Habanera de Ciencias Medicas";journal;"1729519X";0,125;Q4;6;86;297;2068;45;275;0,17;24,05;Cuba;Latin America;"";"2002-2019";"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)"
509;19700188435;"Indian Journal of Public Health Research and Development (discontinued)";journal;"09765506, 09760245";0,124;Q4;11;3172;3046;58130;446;3045;0,15;18,33;India;Asiatic Region;"R.K. Sharma, Institute of Medico-Legal Publications";"2010-2019";"Public Health, Environmental and Occupational Health (Q4)"
510;110141;"Sangyo eiseigaku zasshi = Journal of occupational health";journal;"13410725";0,124;Q4;12;14;53;0;10;53;0,14;0,00;Japan;Asiatic Region;"Nihon Sangyo Eisei Gakkai";"1995-2020";"Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4); Toxicology (Q4)"
511;19700201432;"TAF Preventive Medicine Bulletin";journal;"1303734X";0,122;Q4;9;0;80;0;19;80;0,00;0,00;Turkey;Middle East;"GMMA Department of Public health";"2011-2016";"Public Health, Environmental and Occupational Health (Q4)"
512;4700152906;"OT Practice";journal;"10844902";0,120;Q4;8;8;305;49;18;174;0,10;6,13;United States;Northern America;"American Occupational Therapy Association, Inc";"2006-2009, 2014, 2016-2019";"Advanced and Specialized Nursing (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Public Health, Environmental and Occupational Health (Q4); Rehabilitation (Q4)"
513;144909;"Trauma und Berufskrankheit";journal;"14366274";0,118;Q4;8;38;334;1161;26;317;0,10;30,55;Germany;Western Europe;"Springer Verlag";"2002, 2005-2019";"Emergency Medicine (Q4); Public Health, Environmental and Occupational Health (Q4)"
514;32824;"Pracovni Lekarstvi (discontinued)";journal;"00326291";0,116;Q4;6;0;37;0;4;30;0,09;0,00;Czech Republic;Eastern Europe;"Czech Medical Association J.E. Purkyne";"1950-1967, 1972-1999, 2001-2017";"Public Health, Environmental and Occupational Health (Q4)"
515;21100945773;"Irish Journal of Occupational Therapy";journal;"07918437";0,114;Q4;1;8;11;334;2;9;0,22;41,75;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2018-2019";"Occupational Therapy (Q4); Public Health, Environmental and Occupational Health (Q4)"
516;18737;"Managed Care";journal;"10623388";0,113;Q4;23;68;877;5;49;611;0,09;0,07;United States;Northern America;"MediMedia USA Inc.";"1994-2019";"Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)"
517;29939;"Bulletin of the Physical Fitness Research Institute";journal;"03899071";0,112;Q4;3;3;18;59;1;18;0,08;19,67;Japan;Asiatic Region;"Meiji Life Foundation of Health and Welfare";"1972, 1974-1982, 1984-2000, 2002-2019";"Orthopedics and Sports Medicine (Q4); Physiology (medical) (Q4); Public Health, Environmental and Occupational Health (Q4)"
518;6300153113;"Larmbekampfung (discontinued)";journal;"18634672";0,112;Q4;5;0;70;0;3;58;0,11;0,00;Germany;Western Europe;"Springer-VDI Verlag GmbH und Co. KG";"2006-2017";"Acoustics and Ultrasonics (Q4); Pollution (Q4); Public Health, Environmental and Occupational Health (Q4)"
519;23344;"Journal of Ecophysiology and Occupational Health (discontinued)";journal;"09724397, 09740805";0,111;Q4;8;0;23;0;4;23;0,00;0,00;India;Asiatic Region;"Journal of Ecophysiology and Occupational Health";"2003-2016, 2019";"Ecology (Q4); Pollution (Q4); Public Health, Environmental and Occupational Health (Q4)"
520;19700175059;"Journal of Global Drug Policy and Practice";journal;"19344708";0,111;Q4;5;0;14;0;1;12;0,00;0,00;United States;Northern America;"Institute on Global Drug Policy";"2009-2017";"Health Policy (Q4); Psychiatry and Mental Health (Q4); Public Health, Environmental and Occupational Health (Q4)"
521;19700169987;"Mundo da Saude";journal;"19803990, 01047809";0,111;Q4;8;57;175;1494;8;170;0,03;26,21;Brazil;Latin America;"Editora do Centro Universitario Sao Camilo";"2011-2019";"Public Health, Environmental and Occupational Health (Q4)"
522;27044;"Journal of the American Health Information Management Association";journal;"10605487";0,110;Q4;16;0;380;0;19;270;0,07;0,00;United States;Northern America;"American Health Information Management Association";"1991-2018";"Health Policy (Q4); Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
523;19335;"Sciences Sociales et Sante (discontinued)";journal;"02940337, 17775914";0,110;Q4;16;0;70;0;10;45;0,16;0,00;France;Western Europe;"John Libbey Eurotext";"1985, 1996-2018";"Health Policy (Q4); Health (social science) (Q4); Issues, Ethics and Legal Aspects (Q4); Public Health, Environmental and Occupational Health (Q4)"
524;21100894742;"Revista Baiana de Enfermagem";journal;"21788650, 01025430";0,109;Q4;1;6;80;139;4;76;0,05;23,17;Brazil;Latin America;"Universidade Federal da Bahia";"2018-2019";"Nursing (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
525;20826;"Vojenske Zdravotnicke Listy";journal;"03727025";0,108;Q4;1;28;13;626;4;8;0,50;22,36;Czech Republic;Eastern Europe;"Vojenska Lekarska Akademie";"1948-1951, 1961, 1963, 1965, 1973-1992, 2018-2020";"Emergency Medical Services (Q4); Emergency Medicine (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4); Veterinary (miscellaneous) (Q4)"
526;21100854854;"Atencion Familiar";journal;"14058871";0,105;Q4;1;0;10;0;2;6;0,00;0,00;Spain;Western Europe;"Elsevier Espana";"2016-2017";"Family Practice (Q4); Public Health, Environmental and Occupational Health (Q4)"
527;21100854840;"International Journal of Child and Adolescent Health";journal;"19395930";0,105;Q4;2;0;5;0;0;5;0,00;0,00;United States;Northern America;"Nova Science Publishers, Inc.";"2015-2016";"Pediatrics, Perinatology and Child Health (Q4); Public Health, Environmental and Occupational Health (Q4)"
528;21100900146;"South Eastern European Journal of Public Health";journal;"21975248";0,104;Q4;1;15;16;413;1;13;0,08;27,53;Germany;Western Europe;"Jacobs Verlag";"2018-2020";"Health Policy (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)"
529;12421;"Technische Sicherheit";journal;"14364948, 14349728";0,104;Q4;6;0;190;0;3;171;0,04;0,00;Germany;Western Europe;"Springer-VDI Verlag GmbH und Co. KG";"2001-2017";"Engineering (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
530;20906;"Zhurnal Mikrobiologii Epidemiologii i Immunobiologii";journal;"03729311";0,104;Q4;12;0;34;0;4;34;0,00;0,00;Russian Federation;Eastern Europe;"Izdatel'stvo S-Info";"1945-1947, 1954-2016";"Immunology (Q4); Medicine (miscellaneous) (Q4); Microbiology (medical) (Q4); Public Health, Environmental and Occupational Health (Q4)"
531;21100219313;"Asian Journal of WTO and International Health Law and Policy";journal;"18195164";0,103;Q4;7;0;40;0;5;38;0,07;0,00;Taiwan;Asiatic Region;"National Taiwan University Press : Asian Center for WTO &amp; International Health Law and Policy";"2009-2012, 2016-2018";"Economics and Econometrics (Q4); Health (social science) (Q4); Law (Q4); Political Science and International Relations (Q4); Public Health, Environmental and Occupational Health (Q4)"
532;32513;"Journal of the Mine Ventilation Society of South Africa";journal;"03683206";0,103;Q4;6;33;8;566;0;8;0,00;17,15;South Africa;Africa;"Mine Ventilation Society of South Africa";"1968-2012, 2019-2020";"Geotechnical Engineering and Engineering Geology (Q4); Mechanical Engineering (Q4); Public Health, Environmental and Occupational Health (Q4)"
533;20806;"Versicherungsmedizin / herausgegeben von Verband der Lebensversicherungs-Unternehmen e.V. und Verband der Privaten Krankenversicherung e.V";journal;"09334548";0,103;Q4;11;0;31;0;2;28;0,00;0,00;Germany;Western Europe;"Verlag Vetsicherungswirtschaft GmbH";"1988-2016";"Medicine (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4)"
534;145561;"Groupwork";journal;"0951824X";0,102;Q4;8;0;16;0;0;15;0,00;0,00;United Kingdom;Western Europe;"Whiting and Birch";"2005-2014, 2017";"Applied Psychology (Q4); Public Health, Environmental and Occupational Health (Q4)"
535;21100218021;"Journal of Practice Teaching and Learning";journal;"17595150";0,102;Q4;5;6;11;174;0;10;0,00;29,00;United Kingdom;Western Europe;"Whiting and Birch";"2009-2011, 2013-2014, 2017, 2019";"Education (Q4); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)"
536;12600154782;"Hygiea Internationalis";journal;"14044013, 14038668";0,101;Q4;5;0;21;0;1;17;0,00;0,00;Sweden;Western Europe;"Linkoping University Electronic Press";"2007-2011, 2015-2016";"Health Policy (Q4); Health (social science) (Q4); History and Philosophy of Science (Q4); Public Health, Environmental and Occupational Health (Q4)"
537;28739;"Hygiena (discontinued)";journal;"18031056, 18026281";0,101;Q4;7;0;37;0;2;28;0,00;0,00;Czech Republic;Eastern Europe;"Czech Medical Association J.E. Purkyne";"1996-2003, 2006-2016";"Public Health, Environmental and Occupational Health (Q4)"
538;5700161261;"Journal of Human Ecology";journal;"09709274";0,101;Q4;1;37;19;1480;1;19;0,05;40,00;India;Asiatic Region;"Kamla-Raj Enterprises";"1990-1991, 1996, 2018-2020";"Ecology (Q4); Food Science (Q4); Health (social science) (Q4); Health, Toxicology and Mutagenesis (Q4); Public Health, Environmental and Occupational Health (Q4)"
539;4700152449;"Occupational Therapy Now";journal;"14815532";0,101;Q4;7;19;134;143;4;26;0,27;7,53;Canada;Northern America;"Canadian Association of Occupational Therapists";"2006-2009, 2017-2019";"Advanced and Specialized Nursing (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Public Health, Environmental and Occupational Health (Q4); Rehabilitation (Q4)"
540;21100871683;"Revista de Psicologia de la Salud";journal;"02146118, 23862300";0,101;Q4;1;17;36;625;0;34;0,00;36,76;Spain;Western Europe;"Universidad Miguel Hernandez";"2018-2019";"Clinical Psychology (Q4); Public Health, Environmental and Occupational Health (Q4)"
541;19700169117;"social history of alcohol and drugs, The";journal;"26407329, 19308418";0,101;Q4;5;15;19;0;0;16;0,00;0,00;United States;Northern America;"Alcohol and Drugs History Society";"2005-2019";"Cultural Studies (Q4); History (Q4); Law (Q4); Public Health, Environmental and Occupational Health (Q4)"
542;12674;"Nuclear Plant Journal";trade journal;"08922055";0,100;Q4;6;0;75;0;1;75;0,00;0,00;United States;Northern America;"EQES Inc.";"1987-1991, 1993-2018";"Nuclear Energy and Engineering (Q4); Public Health, Environmental and Occupational Health (Q4); Safety, Risk, Reliability and Quality (Q4)"
543;29782;"Occupational Health and Safety (discontinued)";trade journal;"03624064";0,100;Q4;9;0;399;0;2;392;0,00;0,00;United States;Northern America;"1105 Media Inc.";"1976-2018";"Public Health, Environmental and Occupational Health (Q4); Safety Research (Q4)"
544;21100932737;"BMJ Open Quality";journal;"23996641";;-;0;2;0;0;0;0;0,00;0,00;United Kingdom;Western Europe;"BMJ Publishing Group";"2019";"Health Policy; Leadership and Management; Public Health, Environmental and Occupational Health"
545;21100934920;"Christian Journal for Global Health";journal;"21672415";;-;1;15;0;248;0;0;0,00;16,53;United States;Northern America;"";"2019";"Health Policy; Public Health, Environmental and Occupational Health"
546;21100909468;"Environmental Health and Toxicology";journal;"22336567";;-;1;12;0;406;0;0;0,00;33,83;South Korea;Asiatic Region;"Korean Society of Environmental Health and Toxicology";"2019";"Health, Toxicology and Mutagenesis; Public Health, Environmental and Occupational Health; Toxicology"
547;21100905904;"Iranian Journal of War and Public Health";journal;"20082630, 20082622";;-;1;24;0;843;0;0;0,00;35,13;Iran;Middle East;"Janbazan Medical and Engineering Research Center";"2019";"Health Policy; Medicine (miscellaneous); Public Health, Environmental and Occupational Health"
548;21100912214;"Journal of Chemical Health Risks";journal;"22516719, 22516727";;-;1;32;0;1111;0;0;0,00;34,72;Iran;Middle East;"Islamic Azad University";"2019-2020";"Chemical Health and Safety; Environmental Chemistry; Health, Toxicology and Mutagenesis; Public Health, Environmental and Occupational Health"
549;21100928676;"Journal of Family and Community Medicine";journal;"2229340X, 22308229";;-;1;24;0;604;0;0;0,00;25,17;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2019-2020";"Family Practice; Public Health, Environmental and Occupational Health"
550;21100927904;"Journal of Tropical Pathology";journal;"19808178, 03010406";;-;0;18;0;557;0;0;0,00;30,94;Brazil;Latin America;"Brazilian Society of Parasitology";"2019";"Immunology and Microbiology (miscellaneous) ; Infectious Diseases; Public Health, Environmental and Occupational Health"
551;21100932469;"Journal of Virus Eradication";journal;"20556659, 20556640";;-;0;3;0;92;0;0;0,00;30,67;United Kingdom;Western Europe;"Mediscript Ltd";"2019";"Epidemiology; Immunology; Infectious Diseases; Public Health, Environmental and Occupational Health; Virology"
552;21100948915;"MDM Policy and Practice";journal;"23814683";;-;2;24;0;1262;0;0;0,00;52,58;United States;Northern America;"SAGE Publications Inc.";"2019-2020";"Health Policy; Public Health, Environmental and Occupational Health"
553;21100942910;"MHSalud";journal;"1659097X";;-;0;10;0;348;0;0;0,00;34,80;Costa Rica;Latin America;"Universidad Nacional";"2019-2020";"Biophysics; Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Public Health, Environmental and Occupational Health"
554;21100941606;"npj Science of Food";journal;"23968370";;-;2;27;0;1107;0;0;0,00;41,00;United Kingdom;Western Europe;"Nature Publishing Group";"2019-2020";"Food Science; Public Health, Environmental and Occupational Health"
555;21100942842;"Teoria ta Metodika Fizicnogo Vihovanna";journal;"19937997, 19937989";;-;1;24;0;580;0;0;0,00;24,17;Ukraine;Eastern Europe;"OVS LLC";"2019";"Health (social science); Physical Therapy, Sports Therapy and Rehabilitation; Public Health, Environmental and Occupational Health"
556;21100897791;"Vaccine: X";journal;"25901362";;-;3;37;0;1681;0;0;0,00;45,43;United Kingdom;Western Europe;"Elsevier Ltd.";"2019-2020";"Immunology and Microbiology (miscellaneous) ; Infectious Diseases; Molecular Medicine; Public Health, Environmental and Occupational Health; Veterinary (miscellaneous)"
557;21100943924;"World Journal of Men?s Health";journal;"22874690, 22874208";;-;4;41;0;1869;0;0;0,00;45,59;South Korea;Asiatic Region;"Korean Society for Sexual Medicine and Andrology";"2019-2020";"Aging; Health Policy; Pharmacology (medical); Psychiatry and Mental Health; Public Health, Environmental and Occupational Health; Reproductive Medicine; Urology"
558;19509;"Zdravookhranenie Rossiiskoi Federatsii / Ministerstvo zdravookhraneniia RSFSR";journal;"0044197X";;-;1;38;0;745;0;0;0,00;19,61;Russian Federation;Eastern Europe;"Izdatel'stvo Meditsina";"1965-1980, 2019";"Health Policy; Public Health, Environmental and Occupational Health"
559;21100945707;"Zdravotnicke Listy";journal;"26444909, 13393022";;-;0;30;0;517;0;0;0,00;17,23;Slovakia;Eastern Europe;"Faculty of Healthcare, Alexander Dubcek University of Trencin";"2019";"Nursing (miscellaneous); Occupational Therapy; Physical Therapy, Sports Therapy and Rehabilitation; Public Health, Environmental and Occupational Health"
