Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
491;16148;"International Journal of Emergency Mental Health";journal;"15224821";0,121;Q4;29;0;71;0;16;55;0,21;0,00;United States;Northern America;"Chevron Publishing Corporation";"1999-2017";"Psychiatry and Mental Health (Q4)"
492;19700188212;"Journal of Special Education and Rehabilitation";journal;"14096099, 1857663X";0,120;Q4;5;0;55;0;10;52;0,21;0,00;Macedonia;Eastern Europe;"Institute of Special Education and Rehabilitation";"2010-2018";"Developmental and Educational Psychology (Q4); Education (Q4); Psychiatry and Mental Health (Q4)"
493;12000154490;"Agora";journal;"15161498, 18094414";0,119;Q4;3;39;115;965;8;113;0,08;24,74;Brazil;Latin America;"Instituto de Psicologia da Universidade Federal do Rio de Janeiro - UFRJ";"2008-2019";"Psychiatry and Mental Health (Q4); Psychology (miscellaneous) (Q4)"
494;16693;"Journal of Dementia Care (discontinued)";journal;"13518372";0,119;Q4;13;0;103;0;7;74;0,11;0,00;United Kingdom;Western Europe;"Hawker Publications Ltd";"2001-2017";"Geriatrics and Gerontology (Q4); Gerontology (Q4); Health Professions (miscellaneous) (Q4); Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4)"
495;21100820672;"Nevrologicheskii Zhurnal";journal;"15609545, 24130699";0,117;Q4;3;12;128;438;20;127;0,17;36,50;Russian Federation;Eastern Europe;"Izdatel'stvo Meditsina";"2016-2019";"Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
496;19174;"Psychoterapia";journal;"02394170";0,117;Q4;6;8;99;193;6;84;0,09;24,13;Poland;Eastern Europe;"Polish Psychiatric Association";"2001-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
497;23263;"Sprache Stimme Gehor";journal;"03420477, 14391260";0,117;Q4;11;66;126;606;5;80;0,04;9,18;Germany;Western Europe;"Georg Thieme Verlag";"1980-2020";"Applied Psychology (Q4); Psychiatry and Mental Health (Q4); Speech and Hearing (Q4)"
498;21100199715;"Tempo Psicanalitico";journal;"23166576, 01014838";0,117;Q4;3;25;83;763;3;76;0,05;30,52;Brazil;Latin America;"Instituto de Medicina Psicologica, Psicanalise et Psiquiatria Dinamica";"2010-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
499;21100853007;"Archives of Neuroscience";journal;"23225769, 23223944";0,116;Q4;3;0;6;0;3;6;0,50;0,00;Netherlands;Western Europe;"Kowsar Medical Publishing Company";"2014, 2016-2017";"Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4); Psychiatry and Mental Health (Q4)"
500;21100912973;"Swiss Archives of Neurology, Psychiatry and Psychotherapy";journal;"22976981, 22977007";0,116;Q4;12;35;159;840;14;93;0,14;24,00;Switzerland;Western Europe;"EMH Swiss Medical Publishers Ltd.";"2016-2020";"Clinical Psychology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
501;21100853565;"Psikiyatride Guncel Yaklasimlar";journal;"13090674, 13090658";0,114;Q4;1;0;7;0;2;7;0,25;0,00;Turkey;Middle East;"Psikiyatride Guncel Yaklasimlar";"2014, 2016-2017";"Biological Psychiatry (Q4); Psychiatry and Mental Health (Q4)"
502;5000160303;"Psychiatric Times";journal;"08932905";0,113;Q4;12;43;520;363;31;411;0,08;8,44;United States;Northern America;"";"2006-2009, 2014, 2016-2019";"Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4)"
503;10300153303;"Psycho-Oncologie";journal;"17783798, 1778381X";0,113;Q4;10;16;156;220;18;136;0,12;13,75;France;Western Europe;"Springer Paris";"2007-2019";"Clinical Psychology (Q4); Oncology (Q4); Oncology (nursing) (Q4); Psychiatry and Mental Health (Q4)"
504;17700156012;"Cahiers de Psychologie Clinique";journal;"1370074X, 17821401";0,112;Q4;7;28;98;510;6;89;0,08;18,21;Belgium;Western Europe;"Boeck Universite";"2001-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
505;17700156008;"International Journal of Psychosocial Rehabilitation";journal;"14757192";0,111;Q4;7;388;95;13125;98;95;1,12;33,83;United Kingdom;Western Europe;"Hampstead Psychological Associates";"2009-2011, 2013-2020";"Clinical Psychology (Q4); Psychiatric Mental Health (Q4); Psychiatry and Mental Health (Q4)"
506;19700175059;"Journal of Global Drug Policy and Practice";journal;"19344708";0,111;Q4;5;0;14;0;1;12;0,00;0,00;United States;Northern America;"Institute on Global Drug Policy";"2009-2017";"Health Policy (Q4); Psychiatry and Mental Health (Q4); Public Health, Environmental and Occupational Health (Q4)"
507;18000156708;"Neuropsychiatria i Neuropsychologia";journal;"18966764";0,111;Q4;5;12;66;579;13;66;0,14;48,25;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2009-2019";"Behavioral Neuroscience (Q4); Neuropsychology and Physiological Psychology (Q4); Psychiatry and Mental Health (Q4)"
508;14243;"Group Analysis (discontinued)";journal;"1461717X, 05333164";0,110;Q4;18;0;92;0;9;48;0,17;0,00;United Kingdom;Western Europe;"SAGE Publications Ltd";"1967-2017";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4); Social Psychology (Q4)"
509;17600155223;"Revue de Psychotherapie Psychanalytique de Groupe";journal;"17762863, 02971194";0,110;Q4;9;36;89;312;6;84;0,04;8,67;France;Western Europe;"Editions Eres";"2001-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
510;18703;"Psychiatrie";journal;"12117579, 12126845";0,109;Q4;9;0;96;0;8;80;0,13;0,00;Czech Republic;Eastern Europe;"TIGIS Spol. s.r.o.";"1999-2018";"Psychiatry and Mental Health (Q4)"
511;17700155818;"Topique";journal;"00409375";0,109;Q4;5;44;152;725;4;141;0,04;16,48;France;Western Europe;"Esprit";"2001-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
512;17600154904;"Cliniques Mediterraneennes";journal;"07627491, 17762790";0,108;Q4;7;0;114;0;5;108;0,05;0,00;France;Western Europe;"Editions Eres";"2001-2018, 2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
513;18667;"Psiquiatria Biologica";journal;"01047787, 15788962, 11345934";0,107;Q4;6;23;81;826;11;74;0,11;35,91;Spain;Western Europe;"Elsevier Doyma";"1996-2020";"Psychiatry and Mental Health (Q4)"
514;21100829269;"Psychiatrie";journal;"16144864";0,107;Q4;7;0;68;0;5;57;0,06;0,00;Germany;Western Europe;"Schattauer GmbH";"2011-2017";"Psychiatry and Mental Health (Q4)"
515;17600155138;"Revue Francaise de Psychosomatique (discontinued)";journal;"11644796";0,107;Q4;6;0;76;0;8;74;0,09;0,00;France;Western Europe;"Presses Universitaires de France";"2001-2018";"Applied Psychology (Q4); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
516;21100857101;"Klinik Psikiyatri Dergisi";journal;"21467153, 13020099";0,106;Q4;2;13;87;529;12;69;0,17;40,69;Turkey;Middle East;"ANP Publishing";"2017-2019";"Psychiatry and Mental Health (Q4)"
517;16243;"Journal fur Neurologie, Neurochirurgie und Psychiatrie";journal;"16081587, 16809440";0,103;Q4;7;11;72;371;3;52;0,05;33,73;Austria;Western Europe;"Krause und Pachernegg GmbH";"2002-2019";"Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4); Surgery (Q4)"
518;12009;"Kinderanalyse (discontinued)";journal;"09426051";0,103;Q4;6;0;45;0;1;40;0,03;0,00;Germany;Western Europe;"J.C. Cotta'sche Buchhandlung Nachvolger GmbH";"2000-2018";"Developmental and Educational Psychology (Q4); Pediatrics, Perinatology and Child Health (Q4); Psychiatry and Mental Health (Q4)"
519;14148;"Familiendynamik (discontinued)";journal;"03422747";0,102;Q4;6;0;53;0;1;42;0,00;0,00;Germany;Western Europe;"J.C. Cotta'sche Buchhandlung Nachvolger GmbH";"2000-2017";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
520;36252;"Neurologia-Neurocirugia Psiquiatria";journal;"00283851";0,102;Q4;2;0;35;0;2;28;0,07;0,00;Mexico;Latin America;"Sociedad Mexicana de Neurologia y Psiquiatria";"1969-1979, 2008-2011, 2017-2018";"Clinical Psychology (Q4); Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
521;15458;"Dynamische Psychiatrie (discontinued)";journal;"0012740X";0,101;Q4;7;0;18;0;0;17;0,00;0,00;Germany;Western Europe;"Pinel-Verlag fur humanistische Psychiatrie und Spinel-Verlag";"1973-1986, 1994, 1996-2016";"Psychiatry and Mental Health (Q4)"
522;21100823282;"Exartisis";journal;"11095350";0,101;Q4;0;0;25;0;0;20;0,00;0,00;Greece;Western Europe;"KETHEA";"2010-2018";"Psychiatry and Mental Health (Q4)"
523;50105;"Japanese Journal of Neuropsychopharmacology";journal;"03887588, 13434144";0,101;Q4;10;0;39;0;0;37;0,00;0,00;Japan;Asiatic Region;"Japanese Society of Neuropsychopharmacology";"1982-1997, 2002-2017";"Clinical Psychology (Q4); Pharmacology (Q4); Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)"
524;19259;"Revista Brasileira de Neurologia e Psiquiatria";journal;"14140365";0,101;Q4;2;8;73;165;2;64;0,05;20,63;Brazil;Latin America;"Editora Cientifica Nacional Ltda";"1999-2000, 2008-2010, 2013-2019";"Neurology (Q4); Neurology (clinical) (Q4); Neuropsychology and Physiological Psychology (Q4); Psychiatry and Mental Health (Q4)"
525;16100;"Revista del Hospital Psiquiatrico de la Habana";journal;"01387103, 18136257";0,101;Q4;4;0;35;0;0;34;0,00;0,00;Cuba;Latin America;"Ministerio de Salud Publica";"1975-1992, 1997-2000, 2004-2017";"Psychiatry and Mental Health (Q4)"
526;21100872051;"Corps and Psychisme";journal;"25536087, 24964476";0,100;Q4;1;15;68;189;1;62;0,00;12,60;France;Western Europe;"L'Esprit du temps";"2016-2020";"Applied Psychology (Q4); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
527;17700156205;"Essaim (discontinued)";journal;"1287258X, 17762839";0,100;Q4;3;0;61;0;0;59;0,00;0,00;France;Western Europe;"Editions Eres";"2001-2017";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
528;21100820884;"Existenzanalyse";journal;"10247033, 24097306";0,100;Q4;2;16;101;203;3;93;0,02;12,69;Austria;Western Europe;"Gesellschaft fur Logotherapie und Existenzanalyse - International (GLE-Int.)";"2016-2019";"Applied Psychology (Q4); Clinical Psychology (Q4); Psychiatry and Mental Health (Q4); Social Psychology (Q4)"
529;17700156013;"Figures de la Psychanalyse";journal;"17762847, 16233883";0,100;Q4;4;20;141;286;1;136;0,01;14,30;France;Western Europe;"Editions Eres";"2001-2007, 2009-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
530;21100856790;"Kairos";journal;"15212300, 18549373";0,100;Q4;1;0;62;0;0;50;0,00;0,00;Slovenia;Eastern Europe;"Slovenian Umbrella Association for Psychotherapy";"2017-2018";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
531;74728;"Psihoterapija";journal;"03503186";0,100;Q4;1;1;64;14;0;51;0,00;14,00;Croatia;Eastern Europe;"Klinika za Psiholosku Medicinu";"1973, 1999, 2016-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
532;17600155216;"Savoirs et Clinique";journal;"16343298, 17762871";0,100;Q4;3;16;45;0;0;43;0,00;0,00;France;Western Europe;"Editions Eres";"2002-2010, 2012-2020";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
533;20000195024;"Verhaltenstherapie und Verhaltensmedizin";journal;"10131973";0,100;Q4;3;23;50;459;1;50;0,06;19,96;Germany;Western Europe;"Pabst Science Publishers";"2011-2019";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
534;4700152448;"Yeni Symposium";journal;"13044591, 13008773";0,100;Q4;7;8;53;354;0;45;0,00;44,25;Turkey;Middle East;"University of Istanbul";"2006-2019";"Biological Psychiatry (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)"
535;21100932468;"Counselling Psychology Review";journal;"17572142, 23968672";;-;0;14;0;232;0;0;0,00;16,57;United Kingdom;Western Europe;"The British Psychological Society";"2019";"Applied Psychology; Clinical Psychology; Psychiatry and Mental Health"
536;21100924991;"Frontiers in Clinical Drug Research - Alzheimer Disorders";book series;"22145168, 24518743";;-;1;7;0;1140;0;0;0,00;162,86;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2019";"Neurology (clinical); Pharmaceutical Science; Pharmacology (medical); Psychiatry and Mental Health"
537;21100938864;"Health Psychology Report";journal;"23535571, 23534184";;-;1;32;0;1617;0;0;0,00;50,53;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2019-2020";"Clinical Psychology; Psychiatry and Mental Health"
538;21100927406;"Health Psychology Research";journal;"24208124";;-;1;9;0;255;0;0;0,00;28,33;Italy;Western Europe;"PagePress Publications";"2019";"Clinical Psychology; Psychiatry and Mental Health; Social Psychology"
539;21100903472;"Iranian Journal of Psychiatry and Clinical Psychology";journal;"22287515, 17354315";;-;1;32;0;1374;0;0;0,00;42,94;Iran;Middle East;"Iran University of Medical Sciences";"2019";"Clinical Psychology; Psychiatry and Mental Health"
540;21100945764;"Journal of Psychiatric Nursing";journal;"13093568, 2149374X";;-;1;25;0;663;0;0;0,00;26,52;Turkey;Middle East;"Kare Publishing";"2019-2020";"Advanced and Specialized Nursing; Psychiatric Mental Health; Psychiatry and Mental Health"
541;21100929577;"Psychoterapie";journal;"18023983";;-;0;9;0;188;0;0;0,00;20,89;Czech Republic;Eastern Europe;"Masaryk University, Faculty of Social Studies";"2019";"Clinical Psychology; Psychiatry and Mental Health"
542;21100925645;"Recent Advances in Alzheimer Research";book series;"24522562, 24522554";;-;0;11;0;495;0;0;0,00;45,00;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2019";"Neurology (clinical); Psychiatry and Mental Health"
543;21100901905;"Revista de Psicologia Clinica con Ninos y Adolescentes";journal;"23408340";;-;1;16;0;566;0;0;0,00;35,38;Spain;Western Europe;"Aitana Research Group";"2019";"Clinical Psychology; Developmental and Educational Psychology; Experimental and Cognitive Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health"
544;21100934661;"Russian Neurological Journal";journal;"26587947, 26867192";;-;0;12;0;260;0;0;0,00;21,67;Russian Federation;Eastern Europe;"Medicinskoe Informacionnoe agentstvo";"2019";"Neurology; Neurology (clinical); Psychiatry and Mental Health"
545;21100943924;"World Journal of Men's Health";journal;"22874690, 22874208";;-;4;41;0;1869;0;0;0,00;45,59;South Korea;Asiatic Region;"Korean Society for Sexual Medicine and Andrology";"2019-2020";"Aging; Health Policy; Pharmacology (medical); Psychiatry and Mental Health; Public Health, Environmental and Occupational Health; Reproductive Medicine; Urology"
